TransactionAmt,TransactionHour,card_type,ProductCD,email_match,device_type,distance,card1,card2,card3,card5,addr1,addr2,C1,C2,C3,C4,C5,C6,C7,C8,C9,C10,C11,C12,C13,C14,D1,D2,D3,D4,D5,D6,D7,D8,D9,D10,D11,D12,D13,D14,D15,M1,M2,M3,M4,M5,M6,M7,M8,M9,isFraud
40.0,3,0,1,0,1,0.0,15484,418.0,150.0,226.0,264.0,87.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,49.125,0.125,0.0,0.0,0.0,0.0,0.0,0.0,-1,-1,-1,-1,-1,-1,-1,-1,-1,0
83.5,15,0,4,0,0,0.0,18366,111.0,150.0,226.0,299.0,87.0,2.0,2.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,2.0,2.0,0.0,0.0,0.0,81.0,81.0,0.0,0.0,0.0,0.0,0.0,81.0,0.0,0.0,0.0,81.0,1,1,1,1,0,0,0,1,1,0
24.5,22,1,4,0,0,1.0,2560,562.0,150.0,162.0,476.0,87.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,1,1,0,1,0,0,1,0
171.0,16,1,4,0,0,3.0,15066,170.0,150.0,102.0,330.0,87.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,2.0,1.0,30.0,30.0,31.0,0.0,0.0,0.0,0.0,0.0,0.0,576.0,165.0,0.0,0.0,0.0,576.0,1,1,1,0,0,1,0,1,1,0
29.0,1,0,4,0,0,0.0,11218,579.0,150.0,226.0,324.0,87.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,0,0,1,0,-1,-1,-1,0
28.5,19,0,4,0,0,16.0,7919,194.0,150.0,166.0,308.0,87.0,2.0,3.0,0.0,0.0,0.0,6.0,0.0,0.0,3.0,0.0,1.0,1.0,18.0,2.0,94.0,94.0,0.0,28.0,0.0,0.0,0.0,0.0,0.0,118.0,21.0,0.0,0.0,0.0,118.0,1,0,0,1,0,0,0,0,1,0
554.0,18,0,4,0,0,1.0,12577,268.0,150.0,166.0,325.0,87.0,3.0,5.0,0.0,0.0,2.0,2.0,0.0,0.0,3.0,0.0,3.0,0.0,8.0,3.0,4.0,4.0,4.0,4.0,4.0,0.0,0.0,0.0,0.0,4.0,4.0,0.0,0.0,0.0,4.0,1,1,1,0,0,1,0,1,1,0
80.0,16,1,3,0,1,2273.0,15765,514.0,150.0,141.0,330.0,87.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,3.0,0.0,1.0,1.0,0.0,4.0,1.0,237.0,237.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1,-1,-1,-1,-1,-1,-1,-1,-1,0
22.355,12,0,0,1,0,0.0,15885,545.0,185.0,138.0,-1.0,-1.0,1.0,2.0,0.0,2.0,0.0,2.0,2.0,1.0,0.0,1.0,2.0,2.0,1.0,1.0,5.0,5.0,0.0,0.0,0.0,0.0,0.0,5.5,0.5,0.0,0.0,0.0,5.0,5.0,0.0,-1,-1,-1,2,-1,-1,-1,-1,-1,0
311.95,2,0,4,0,0,1642.0,4806,490.0,150.0,226.0,315.0,87.0,9.0,8.0,0.0,0.0,13.0,10.0,0.0,0.0,7.0,0.0,7.0,0.0,47.0,8.0,491.0,491.0,14.0,462.0,14.0,0.0,0.0,0.0,0.0,490.0,0.0,0.0,0.0,0.0,490.0,1,0,0,-1,-1,0,0,0,0,0
59.0,13,0,4,0,0,21.0,2377,203.0,150.0,166.0,325.0,87.0,4.0,2.0,0.0,0.0,0.0,2.0,0.0,0.0,4.0,0.0,3.0,0.0,16.0,4.0,366.0,366.0,174.0,336.0,72.0,0.0,0.0,0.0,0.0,371.0,273.0,0.0,0.0,0.0,371.0,1,1,1,0,0,0,0,0,1,0
34.0,20,0,4,0,0,72.0,17188,321.0,150.0,226.0,225.0,87.0,3.0,3.0,0.0,0.0,1.0,3.0,0.0,0.0,1.0,0.0,3.0,0.0,11.0,3.0,51.0,51.0,40.0,186.0,50.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,1,0,0,0,0,0,1,0
241.95,7,0,4,0,0,0.0,17136,555.0,150.0,226.0,492.0,87.0,8.0,8.0,0.0,0.0,6.0,7.0,0.0,0.0,3.0,0.0,5.0,0.0,33.0,8.0,16.0,16.0,14.0,107.0,14.0,0.0,0.0,0.0,0.0,15.0,0.0,0.0,0.0,0.0,149.0,-1,-1,-1,-1,-1,0,-1,-1,-1,0
59.0,19,0,4,0,0,8.0,6174,490.0,150.0,226.0,387.0,87.0,165.0,162.0,0.0,0.0,128.0,140.0,0.0,0.0,79.0,0.0,143.0,2.0,240.0,87.0,0.0,0.0,0.0,251.0,12.0,0.0,0.0,0.0,0.0,366.0,340.0,0.0,0.0,0.0,366.0,1,1,1,0,1,1,0,1,1,1
50.0,10,0,4,0,0,0.0,7508,321.0,150.0,226.0,204.0,87.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,1,0,0,0,0,0,1,0
39.0,15,0,4,0,0,8.0,8965,245.0,150.0,226.0,203.0,87.0,2.0,3.0,0.0,0.0,0.0,4.0,0.0,0.0,3.0,0.0,4.0,0.0,15.0,1.0,129.0,129.0,15.0,129.0,15.0,0.0,0.0,0.0,0.0,251.0,129.0,0.0,0.0,0.0,129.0,1,1,1,0,0,1,-1,-1,-1,0
34.0,21,0,4,0,0,7.0,16000,555.0,150.0,226.0,251.0,87.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,2.0,1.0,8.0,8.0,8.0,8.0,8.0,0.0,0.0,0.0,0.0,8.0,8.0,0.0,0.0,0.0,8.0,1,1,1,1,0,1,0,0,1,0
107.95,16,1,4,0,0,2.0,12668,170.0,150.0,226.0,143.0,87.0,3.0,4.0,0.0,0.0,1.0,2.0,0.0,0.0,2.0,0.0,2.0,0.0,17.0,2.0,489.0,489.0,153.0,588.0,0.0,0.0,0.0,0.0,0.0,411.0,564.0,0.0,0.0,0.0,411.0,1,1,0,-1,-1,1,1,1,1,0
77.0,18,0,4,0,0,0.0,6170,174.0,150.0,226.0,315.0,87.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,1,0,1,0,0,0,1,0
166.99,16,0,4,0,0,0.0,11157,215.0,150.0,226.0,191.0,87.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,1,0,0,0,1,1,1,0
226.0,1,0,4,0,0,225.0,2392,360.0,150.0,126.0,251.0,87.0,1.0,2.0,0.0,0.0,0.0,2.0,0.0,0.0,1.0,0.0,2.0,0.0,2.0,1.0,177.0,177.0,176.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,1,0,1,0,0,0,0,0
92.0,2,0,4,0,0,27.0,15111,310.0,150.0,224.0,272.0,87.0,3.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,2.0,0.0,2.0,1.0,18.0,3.0,252.0,252.0,35.0,251.0,0.0,0.0,0.0,0.0,0.0,251.0,251.0,0.0,0.0,0.0,251.0,1,0,0,1,0,1,-1,-1,-1,0
31.95,3,0,4,0,0,94.0,7900,345.0,150.0,224.0,143.0,87.0,4.0,3.0,0.0,0.0,6.0,4.0,0.0,0.0,6.0,0.0,4.0,0.0,30.0,3.0,80.0,80.0,7.0,80.0,7.0,0.0,0.0,0.0,0.0,80.0,80.0,0.0,0.0,0.0,80.0,1,1,1,-1,-1,1,0,0,1,0
87.0,0,0,4,0,0,0.0,10094,-1.0,150.0,138.0,181.0,87.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1,-1,-1,0,0,0,-1,-1,-1,0
117.0,0,0,4,0,0,11.0,15497,490.0,150.0,226.0,264.0,87.0,4.0,2.0,0.0,0.0,0.0,1.0,0.0,0.0,2.0,0.0,2.0,1.0,13.0,4.0,6.0,6.0,6.0,546.0,6.0,0.0,0.0,0.0,0.0,546.0,307.0,0.0,0.0,0.0,546.0,1,1,1,0,0,0,-1,-1,-1,0
30.95,0,0,4,0,0,0.0,13960,206.0,150.0,166.0,325.0,87.0,6.0,5.0,0.0,0.0,1.0,4.0,0.0,0.0,1.0,0.0,1.0,0.0,17.0,6.0,162.0,162.0,28.0,416.0,62.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,512.0,-1,-1,-1,-1,-1,0,-1,-1,-1,0
58.95,1,0,4,0,0,11.0,4153,549.0,150.0,226.0,299.0,87.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,1,-1,-1,1,0,0,1,0
72.95,2,0,4,0,0,14.0,7787,111.0,150.0,224.0,220.0,87.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,0,-1,-1,0,0,0,1,0
34.63,18,1,0,1,0,0.0,5365,177.0,185.0,224.0,-1.0,-1.0,1.0,6.0,0.0,3.0,0.0,3.0,3.0,1.0,0.0,1.0,3.0,3.0,2.0,1.0,203.0,203.0,203.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1,-1,-1,2,-1,-1,-1,-1,-1,0
117.0,23,0,4,0,0,27.0,8190,555.0,150.0,166.0,204.0,87.0,1.0,3.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,7.0,1.0,157.0,157.0,21.0,157.0,21.0,0.0,0.0,0.0,0.0,0.0,133.0,0.0,0.0,0.0,157.0,1,1,1,1,1,0,0,0,1,0
38.79,16,1,0,1,1,0.0,3887,202.0,185.0,137.0,-1.0,-1.0,1.0,4.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6666659712791443,0.6666659712791443,0.0,0.0,0.0,0.0,0.0,0.0,-1,-1,-1,2,-1,-1,-1,-1,-1,0
117.0,14,0,4,0,0,7.0,14426,111.0,150.0,224.0,272.0,87.0,1.0,2.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,29.0,1.0,502.0,502.0,7.0,312.0,7.0,0.0,0.0,0.0,0.0,96.0,480.0,0.0,0.0,0.0,502.0,1,1,1,0,1,0,-1,-1,-1,0
25.419,6,1,0,1,1,744.0,2256,545.0,185.0,226.0,-1.0,-1.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,365.0,0.0,-1,-1,-1,2,-1,-1,-1,-1,-1,0
26.5,22,0,4,0,0,40.0,12544,321.0,150.0,226.0,184.0,87.0,2.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,3.0,2.0,120.0,120.0,120.0,120.0,115.0,0.0,0.0,0.0,0.0,120.0,120.0,0.0,0.0,0.0,120.0,1,1,1,0,0,1,-1,-1,-1,0
117.0,12,0,4,0,0,0.0,16485,174.0,150.0,226.0,330.0,87.0,2.0,2.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,371.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,371.0,-1,-1,-1,1,0,0,-1,-1,-1,0
49.0,0,0,4,0,0,0.0,18249,360.0,150.0,126.0,315.0,87.0,1.0,2.0,0.0,0.0,0.0,1.0,0.0,0.0,2.0,0.0,2.0,0.0,2.0,1.0,208.0,208.0,208.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,1,0,0,1,0,0,1,0
30.95,13,0,4,0,0,11.0,12839,321.0,150.0,226.0,264.0,87.0,1.0,1.0,0.0,0.0,1.0,2.0,0.0,0.0,1.0,0.0,1.0,0.0,13.0,1.0,497.0,497.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,497.0,435.0,0.0,0.0,0.0,497.0,1,1,1,-1,-1,1,0,1,1,0
34.0,17,0,4,0,0,0.0,15280,532.0,150.0,224.0,191.0,87.0,5.0,5.0,0.0,0.0,2.0,2.0,0.0,0.0,3.0,0.0,4.0,0.0,8.0,3.0,260.0,260.0,36.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,1,0,1,0,0,0,1,0
150.0,14,1,1,1,0,0.0,7585,553.0,150.0,226.0,325.0,87.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1,-1,-1,-1,-1,-1,-1,-1,-1,0
179.95,18,1,4,0,0,22.0,7585,553.0,150.0,226.0,264.0,87.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,8.0,1.0,63.0,63.0,0.0,63.0,0.0,0.0,0.0,0.0,0.0,63.0,52.0,0.0,0.0,0.0,63.0,1,1,1,-1,-1,1,0,0,1,0
201.0,16,0,4,0,0,0.0,6481,111.0,150.0,226.0,387.0,87.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,1,0,0,1,0,1,1,0
554.0,17,1,4,0,0,0.0,3919,555.0,150.0,226.0,181.0,87.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,2.0,2.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,2.0,-1,-1,-1,0,1,1,-1,-1,-1,0
112.0,12,1,4,0,0,0.0,16075,514.0,150.0,102.0,272.0,87.0,1.0,2.0,0.0,0.0,0.0,3.0,0.0,0.0,3.0,0.0,3.0,0.0,5.0,1.0,10.0,10.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,10.0,2.0,0.0,0.0,0.0,2.0,1,1,1,1,1,1,1,1,1,1
59.0,15,0,4,0,0,0.0,10795,555.0,150.0,226.0,472.0,87.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,1.0,1.0,26.0,2.0,126.0,53.0,53.0,0.0,0.0,0.0,0.0,0.0,0.0,208.0,208.0,0.0,0.0,0.0,208.0,1,1,1,0,0,1,-1,-1,-1,0
77.0,20,1,4,0,0,1.0,1893,514.0,150.0,224.0,184.0,87.0,1.0,2.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,2.0,1.0,29.0,29.0,0.0,30.0,0.0,0.0,0.0,0.0,0.0,30.0,30.0,0.0,0.0,0.0,30.0,1,1,1,1,1,1,0,0,1,0
331.0,21,0,4,0,0,2.0,12695,490.0,150.0,226.0,325.0,87.0,4.0,4.0,0.0,0.0,0.0,1.0,0.0,0.0,2.0,0.0,2.0,0.0,15.0,4.0,85.0,85.0,33.0,625.0,33.0,0.0,0.0,0.0,0.0,236.0,236.0,0.0,0.0,0.0,625.0,1,1,1,1,0,1,1,1,1,0
10.634,20,0,0,1,0,0.0,13832,375.0,185.0,224.0,-1.0,-1.0,1.0,3.0,0.0,1.0,0.0,1.0,1.0,3.0,0.0,2.0,1.0,1.0,3.0,1.0,88.0,88.0,86.0,88.0,86.0,88.0,86.0,0.0,0.0,0.0,0.0,88.0,0.0,86.0,88.0,-1,-1,-1,2,-1,-1,-1,-1,-1,0
59.0,17,0,4,0,0,3.0,10023,111.0,150.0,226.0,325.0,87.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,1,0,1,0,0,0,1,0
15.709,0,0,0,1,0,7.0,9917,142.0,185.0,138.0,-1.0,-1.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1,-1,-1,2,-1,-1,-1,-1,-1,0
77.0,15,0,4,0,0,0.0,7919,194.0,150.0,166.0,441.0,87.0,3.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,2.0,0.0,16.0,2.0,59.0,59.0,30.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,393.0,0.0,0.0,0.0,574.0,1,1,1,0,1,0,0,0,0,0
77.0,21,0,4,0,0,0.0,6817,555.0,150.0,226.0,444.0,87.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,1,0,0,0,0,1,1,0
35.95,11,0,4,0,0,0.0,15651,417.0,150.0,226.0,330.0,87.0,2.0,3.0,0.0,0.0,2.0,1.0,0.0,0.0,3.0,0.0,4.0,0.0,17.0,2.0,300.0,300.0,30.0,0.0,0.0,0.0,0.0,0.0,0.0,157.0,0.0,0.0,0.0,0.0,0.0,-1,-1,-1,-1,-1,-1,-1,-1,-1,0
226.0,17,1,4,0,0,0.0,17480,181.0,150.0,226.0,428.0,87.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,1,1,1,1,1,1,1,0
213.0,19,0,4,0,0,0.0,3605,514.0,150.0,224.0,337.0,87.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,1,1,0,0,0,0,0,0
200.0,13,1,2,1,1,0.0,12980,399.0,150.0,207.0,387.0,87.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1,-1,-1,-1,-1,-1,-1,-1,-1,0
29.0,21,0,4,0,0,0.0,14170,350.0,150.0,226.0,203.0,87.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,2.0,1.0,9.0,9.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,0.0,0.0,0.0,0.0,0.0,1,1,0,0,0,0,-1,-1,-1,0
39.0,0,0,4,0,0,0.0,18246,-1.0,-1.0,-1.0,204.0,87.0,3.0,2.0,0.0,0.0,0.0,1.0,0.0,0.0,4.0,0.0,2.0,0.0,20.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,496.0,167.0,0.0,0.0,0.0,496.0,1,1,1,1,1,0,0,1,1,0
169.0,18,0,4,0,0,4.0,16132,111.0,150.0,226.0,299.0,87.0,241.0,209.0,0.0,0.0,99.0,168.0,0.0,0.0,160.0,0.0,189.0,0.0,464.0,185.0,253.0,253.0,2.0,253.0,67.0,0.0,0.0,0.0,0.0,168.0,229.0,0.0,0.0,0.0,253.0,1,1,1,0,0,0,-1,-1,-1,0
524.95,20,1,4,0,0,0.0,16659,170.0,150.0,226.0,264.0,87.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,563.0,0.0,0.0,0.0,0.0,0.0,1,1,1,-1,-1,1,0,0,1,0
117.0,23,0,4,0,0,4.0,5033,269.0,150.0,224.0,204.0,87.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,2.0,1.0,9.0,9.0,9.0,9.0,9.0,0.0,0.0,0.0,0.0,9.0,9.0,0.0,0.0,0.0,9.0,1,1,1,0,1,1,-1,-1,-1,0
40.392,2,0,0,1,1,147.0,15885,545.0,185.0,138.0,-1.0,-1.0,21.0,80.0,0.0,6.0,0.0,6.0,6.0,16.0,0.0,13.0,16.0,16.0,9.0,6.0,0.0,0.0,0.0,6.0,0.0,6.0,0.0,0.0833330005407333,0.0833330005407333,0.0,0.0,6.0,0.0,1.0,6.0,-1,-1,-1,2,-1,-1,-1,-1,-1,0
280.0,1,1,4,0,0,0.0,6019,583.0,150.0,226.0,387.0,87.0,3.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,2.0,0.0,2.0,0.0,4.0,2.0,31.0,0.0,30.0,112.0,30.0,0.0,0.0,0.0,0.0,112.0,0.0,0.0,0.0,0.0,112.0,-1,-1,-1,0,0,0,-1,-1,-1,0
15.0,20,0,4,0,0,6.0,6481,111.0,150.0,226.0,337.0,87.0,2.0,2.0,0.0,0.0,0.0,2.0,0.0,0.0,2.0,0.0,2.0,0.0,3.0,2.0,3.0,3.0,3.0,109.0,109.0,0.0,0.0,0.0,0.0,109.0,3.0,0.0,0.0,0.0,109.0,1,1,0,0,1,0,-1,-1,-1,0
107.95,23,0,4,0,0,0.0,15497,490.0,150.0,226.0,299.0,87.0,2.0,2.0,0.0,0.0,1.0,2.0,0.0,0.0,2.0,0.0,2.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,1,-1,-1,1,0,1,1,0
226.0,22,0,4,0,0,32.0,3368,572.0,150.0,224.0,264.0,87.0,1.0,3.0,0.0,0.0,3.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,9.0,1.0,421.0,421.0,18.0,421.0,18.0,0.0,0.0,0.0,0.0,0.0,421.0,0.0,0.0,0.0,421.0,1,1,1,0,0,0,0,0,1,0
134.95,19,0,4,0,0,6.0,17188,321.0,150.0,226.0,225.0,87.0,2.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,16.0,2.0,318.0,318.0,7.0,448.0,7.0,0.0,0.0,0.0,0.0,448.0,380.0,0.0,0.0,0.0,448.0,1,1,0,-1,-1,1,0,0,1,0
30.95,21,0,4,0,0,0.0,1310,206.0,150.0,166.0,325.0,87.0,2.0,4.0,0.0,0.0,1.0,2.0,0.0,0.0,1.0,0.0,2.0,0.0,7.0,2.0,310.0,310.0,84.0,311.0,84.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,311.0,-1,-1,-1,-1,-1,1,-1,-1,-1,0
200.0,18,1,3,0,1,0.0,10492,111.0,150.0,129.0,330.0,87.0,3.0,1.0,1.0,3.0,0.0,0.0,0.0,1.0,0.0,2.0,1.0,0.0,7.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,677.75,0.75,563.0,0.0,0.0,563.0,0.0,563.0,-1,-1,-1,-1,-1,-1,-1,-1,-1,0
117.0,14,0,4,0,0,0.0,5033,269.0,150.0,224.0,441.0,87.0,1.0,2.0,0.0,0.0,0.0,2.0,0.0,0.0,3.0,0.0,1.0,0.0,10.0,1.0,67.0,67.0,5.0,67.0,5.0,0.0,0.0,0.0,0.0,21.0,0.0,0.0,0.0,0.0,67.0,-1,-1,-1,1,0,0,-1,-1,-1,0
176.0,22,0,4,0,0,0.0,6530,206.0,150.0,126.0,205.0,87.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,1,0,0,0,0,0,0,0
38.056,1,1,0,1,0,7.0,9026,545.0,185.0,137.0,-1.0,-1.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1,-1,-1,2,-1,-1,-1,-1,-1,0
47.95,5,0,4,0,0,0.0,1359,314.0,150.0,224.0,299.0,87.0,1.0,2.0,0.0,0.0,2.0,2.0,0.0,0.0,1.0,0.0,1.0,0.0,13.0,1.0,146.0,146.0,20.0,58.0,33.0,0.0,0.0,0.0,0.0,68.0,0.0,0.0,0.0,0.0,146.0,-1,-1,-1,-1,-1,0,-1,-1,-1,0
117.0,14,0,4,0,0,0.0,9175,111.0,150.0,226.0,126.0,87.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1,-1,-1,1,1,0,-1,-1,-1,0
148.0,2,0,4,0,0,0.0,11641,122.0,150.0,126.0,204.0,87.0,1.0,2.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,2.0,1.0,370.0,19.0,18.0,426.0,18.0,0.0,0.0,0.0,0.0,0.0,414.0,0.0,0.0,0.0,414.0,1,1,1,0,1,0,0,0,1,0
50.0,17,1,1,0,1,0.0,15066,170.0,150.0,102.0,472.0,87.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1,-1,-1,-1,-1,-1,-1,-1,-1,0
77.0,22,0,4,0,0,6.0,4530,287.0,150.0,117.0,299.0,87.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,3.0,1.0,15.0,15.0,3.0,15.0,3.0,0.0,0.0,0.0,0.0,15.0,4.0,0.0,0.0,0.0,15.0,1,1,1,0,1,0,0,0,1,0
